12/ 3/	4:00	0	6.2	3.1798	53	2.208333333		
12/ 3/	5:00	0	5.5	3.55349	54	2.25		
12/ 3/	6:00	0	6.2	3.85888	55	2.291666667		
12/ 3/	7:00	0	5.2	4.16427	56	2.333333333		
12/ 3/	8:00	0.000977	4.2	4.44699	57	2.375		
12/ 3/	9:00	0.012804	3.4	5.30311	58	2.416666667		
12/ 3/	10:00	0.017722	3.2	5.89167	59	2.458333333		
12/ 3/	11:00	0.020773	1.8	6.35918	60	2.5		
12/ 3/	12:00	0.034513	1.4	7.02655	61	2.541666667		
12/ 3/	13:00	0.220234	1	11.12335	62	2.583333333		
12/ 3/	14:00	0.161877	1.1	13.12961	63	2.625		
12/ 3/	15:00	0.083094	1.8	13.53271	64	2.666666667		
12/ 3/	16:00	0.002367	2	12.23995	65	2.708333333		
12/ 3/	17:00	0	1.6	11.94393	66	2.75		
12/ 3/	18:00	0	1.8	11.6479	67	2.791666667		
12/ 3/	19:00	0	1.8	11.35188	68	2.833333333		
12/ 3/	20:00	0	2.1	11.05585	69	2.875		
12/ 3/	21:00	0	2	10.75983	70	2.916666667		
12/ 3/	22:00	0	2.6	10.4638	71	2.958333333		
12/ 3/	23:00	0	2	10.16778	72	3		
12/ 4/	0:00	0	2.6	9.21607	73	3.041666667		
12/ 4/	1:00	0	1.8	8.18218	74	3.083333333		
12/ 4/	2:00	0	2	7.14829	75	3.125		
12/ 4/	3:00	0	1.8	6.59026	76	3.166666667		
12/ 4/	4:00	0	1.4	6.03222	77	3.208333333		
12/ 4/	5:00	0	2.3	5.47419	78	3.25		
12/ 4/	6:00	0	2.1	5.07509	79	3.291666667		
12/ 4/	7:00	0	2	4.67599	80	3.333333333		
12/ 4/	8:00	0.0012011	2	4.67593	81	3.375		
12/ 4/	9:00	0.0070001	1.6	4.79198	82	3.416666667		
12/ 4/	10:00	0.054779	1.6	5.8647	83	3.458333333		
12/ 4/	11:00	0.0779133	0.4	6.75537	84	3.5		
12/ 4/	12:00	0.1809557	1	8.66583	85	3.541666667		
12/ 4/	13:00	0.2042586	0.4	10.1776	86	3.583333333		
12/ 4/	14:00	0.0823977	0.2	10.00764	87	3.625		
12/ 4/	15:00	0.0908679	0.2	9.98268	88	3.666666667		
12/ 4/	16:00	0.0034493	0.6	8.81611	89	3.708333333		
12/ 4/	17:00	0	0.8	8.19973	90	3.75		
12/ 4/	18:00	0	1.2	7.58334	91	3.791666667		
12/ 4/	19:00	0	2	6.96695	92	3.833333333		
12/ 4/	20:00	0	1.4	6.35057	93	3.875		
12/ 4/	21:00	0	2	5.73418	94	3.916666667		
12/ 4/	22:00	0	1.8	5.11779	95	3.958333333		
12/ 4/	23:00	0	1.6	4.50141	96	4		
12/ 5/	0:00	0	2.6	4.20346	97	4.041666667		
12/ 5/	1:00	0	3.2	3.89107	98	4.083333333		
12/ 5/	2:00	0	4.2	3.57869	99	4.125		
12/ 5/	3:00	0	3.5	3.41528	100	4.166666667		
12/ 5/	4:00	0	3.2	3.25187	101	4.208333333		
12/ 5/	5:00	0	4.2	3.08846	102	4.25		
12/ 5/	6:00	0	4.9	2.9748	103	4.291666667		
12/ 5/	7:00	0	4.9	2.86115	104	4.333333333		
12/ 5/	8:00	0.0007794	5.7	2.89802	105	4.375		
12/ 5/	9:00	0.0167324	5.7	3.36879	106	4.416666667		
12/ 5/	10:00	0.0331958	5.5	3.83634	107	4.458333333		
12/ 5/	11:00	0.0439316	4.2	4.03204	108	4.5		
12/ 5/	12:00	0.0484085	4.5	4.6724	109	4.541666667		
12/ 5/	13:00	0.0431811	4	4.81785	110	4.583333333		
12/ 5/	14:00	0.0328092	4.7	4.82007	111	4.625		
12/ 5/	15:00	0.0151473	4	4.57979	112	4.666666667		
12/ 5/	16:00	0.0006616	3.8	4.20956	113	4.708333333		
12/ 5/	17:00	0	3	3.90326	114	4.75		
12/ 5/	18:00	0	3.8	3.59696	115	4.791666667		
12/ 5/	19:00	0	4.5	3.29066	116	4.833333333		
12/ 5/	20:00	0	4.5	2.98436	117	4.875		
12/ 5/	21:00	0	3.8	2.67806	118	4.916666667		
12/ 5/	22:00	0	3.2	2.37176	119	4.958333333		
12/ 5/	23:00	0	3.7	2.06545	120	5		
12/ 6/	0:00	0	3.4	1.81509	121	5.041666667		
12/ 6/	1:00	0	4.2	1.57592	122	5.083333333		
12/ 6/	2:00	0	5	1.33675	123	5.125		
12/ 6/	3:00	0	5.5	1.22275	124	5.166666667		
12/ 6/	4:00	0	5.9	1.10876	125	5.208333333		
12/ 6/	5:00	0	6.7	0.99476	126	5.25		
12/ 6/	6:00	0	5.7	0.92258	127	5.291666667		
12/ 6/	7:00	0	6.4	0.85039	128	5.333333333		
12/ 6/	8:00	0.00065	7.7	0.9138	129	5.375		
12/ 6/	9:00	0.0199515	7.5	1.7004	130	5.416666667		
12/ 6/	10:00	0.0468482	6.7	2.69042	131	5.458333333		
12/ 6/	11:00	0.0716162	6.2	3.68854	132	5.5		
12/ 6/	12:00	0.0848156	6.2	4.50399	133	5.541666667		
12/ 6/	13:00	0.0703495	7.3	4.85763	134	5.583333333		
12/ 6/	14:00	0.051234	7	4.89401	135	5.625		
12/ 6/	15:00	0.031261	5.7	4.59631	136	5.666666667		
12/ 6/	16:00	0.001283	7.7	3.91228	137	5.708333333		
12/ 6/	17:00	0	7.5	3.39025	138	5.75		
12/ 6/	18:00	0	7.5	3.09053	139	5.791666667		
12/ 6/	19:00	0	6.4	2.67965	140	5.833333333		
12/ 6/	20:00	0	5.2	2.26877	141	5.875		
12/ 6/	21:00	0	4.7	1.85789	142	5.916666667		
12/ 6/	22:00	0	3.8	1.44701	143	5.958333333		
12/ 6/	23:00	0	4	1.03613	144	6		
12/ 7/	0:00	0	3.7	0.58191	145	6.041666667		
12/ 7/	1:00	0	3.5	0.1073	146	6.083333333		
12/ 7/	2:00	0	3.5	-0.36731	147	6.125		
12/ 7/	3:00	0	3.5	-0.61481	148	6.166666667		
12/ 7/	4:00	0	4.7	-0.86231	149	6.208333333		
12/ 7/	5:00	0	4.9	-1.10981	150	6.25		
12/ 7/	6:00	0	4.5	-1.28145	151	6.291666667		
12/ 7/	7:00	0	4.7	-1.4531	152	6.333333333		
12/ 7/	8:00	0.0007086	6.2	-1.4154	153	6.375		
12/ 7/	9:00	0.0530937	7.7	0.71131	154	6.416666667		
12/ 7/	10:00	0.127782	6.4	3.44745	155	6.458333333		
12/ 7/	11:00	0.1730587	7	5.7332	156	6.5		
12/ 7/	12:00	0.174301	7.7	7.11686	157	6.541666667		
12/ 7/	13:00	0.1586044	7.5	7.81805	158	6.583333333		
12/ 7/	14:00	0.1243706	7	7.91218	159	6.625		
12/ 7/	15:00	0.0595488	7.3	6.90865	160	6.666666667		
12/ 7/	16:00	0.0014396	7.3	5.22383	161	6.708333333		
12/ 7/	17:00	0	5.9	4.95316	162	6.75		
12/ 7/	18:00	0	5	4.68249	163	6.791666667		
12/ 7/	19:00	0	4	4.41182	164	6.833333333		
12/ 7/	20:00	0	4.3	4.14116	165	6.875		
12/ 7/	21:00	0	4	3.87049	166	6.916666667		
12/ 7/	22:00	0	4.3	3.59982	167	6.958333333		
12/ 7/	23:00	0	3.8	3.32915	168	7		
12/ 8/	0:00	0	4.5	3.13749	169	7.041666667		
12/ 8/	1:00	0	4	2.96914	170	7.083333333		
12/ 8/	2:00	0	3.5	2.80078	171	7.125		
12/ 8/	3:00	0	3.8	2.72825	172	7.166666667		
12/ 8/	4:00	0	3.2	2.65572	173	7.208333333		
12/ 8/	5:00	0	3	2.58319	174	7.25		
12/ 8/	6:00	0	2.5	2.54267	175	7.291666667		
12/ 8/	7:00	0	1	2.50215	176	7.333333333		
12/ 8/	8:00	0.0006357	0.6	2.57673	177	7.375		
12/ 8/	9:00	0.0267482	0.8	3.65308	178	7.416666667		
12/ 8/	10:00	0.0553468	1.2	4.79626	179	7.458333333		
12/ 8/	11:00	0.0679352	1.1	5.63333	180	7.5		
12/ 8/	12:00	0.0667584	2	6.12591	181	7.541666667		
12/ 8/	13:00	0.0582209	2.6	6.34731	182	7.583333333		
12/ 8/	14:00	0.04939	2.5	6.41035	183	7.625		
12/ 8/	15:00	0.021073	1.4	5.99899	184	7.666666667		
12/ 8/	16:00	0.0006401	1.8	5.37294	185	7.708333333		
12/ 8/	17:00	0	1.2	4.93849	186	7.75		
12/ 8/	18:00	0	0.4	4.46967	187	7.791666667		
12/ 8/	19:00	0	0.8	4.0696	188	7.833333333		
12/ 8/	20:00	0	0.8	3.63516	189	7.875		
12/ 8/	21:00	0	1.4	3.20071	190	7.916666667		
12/ 8/	22:00	0	1.4	2.59596	191	7.958333333		
12/ 8/	23:00	0	0.8	2.33182	192	8		
12/ 9/	0:00	0	0.8	1.79322	193	8.041666667		
12/ 9/	1:00	0	0.4	1.20075	194	8.083333333		
12/ 9/	2:00	0	1.1	0.60827	195	8.125		
12/ 9/	3:00	0	0.8	0.28509	196	8.166666667		
12/ 9/	4:00	0	1.1	-0.03809	197	8.208333333		
12/ 9/	5:00	0	0.6	-0.36127	198	8.25		
12/ 9/	6:00	0	0.6	-0.5945	199	8.291666667		
12/ 9/	7:00	0	1	-0.82774	200	8.333333333		
12/ 9/	8:00	0.0006547	0.9	-0.83498	201	8.375		
12/ 9/	9:00	0.0394042	0.3	0.49125	202	8.416666667		
12/ 9/	10:00	0.0821011	0.9	1.9112	203	8.458333333		
12/ 9/	11:00	0.115221	0.4	3.18404	204	8.5		
12/ 9/	12:00	0.1210033	1	4.00857	205	8.541666667		
12/ 9/	13:00	0.1156293	0.8	4.4765	206	8.583333333		
12/ 9/	14:00	0.0743961	1.2	4.34293	207	8.625		
12/ 9/	15:00	0.0294172	1.2	3.54845	208	8.666666667		
12/ 9/	16:00	0.0006392	1	2.53133	209	8.708333333		
12/ 9/	17:00	0	1.2	2.37427	210	8.75		
12/ 9/	18:00	0	1.2	2.21721	211	8.791666667		
12/ 9/	19:00	0	1.6	2.06014	212	8.833333333		
12/ 9/	20:00	0	1.8	1.90308	213	8.875		
12/ 9/	21:00	0	1.6	1.74602	214	8.916666667		
12/ 9/	22:00	0	2.1	1.58895	215	8.958333333		
12/ 9/	23:00	0	2.6	1.43189	216	9		
12/10/	0:00	0	1.6	1.48362	217	9.041666667		
12/10/	1:00	0	2	1.5803	218	9.083333333		
12/10/	2:00	0	1.6	1.67698	219	9.125		
12/10/	3:00	0	2.1	1.60667	220	9.166666667		
12/10/	4:00	0	2.1	1.81862	221	9.208333333		
12/10/	5:00	0	2.5	1.88944	222	9.25		
12/10/	6:00	0	1.8	1.95162	223	9.291666667		
12/10/	7:00	0	1.4	1.94201	224	9.333333333		
12/10/	8:00	0.000462	2.6	2.10437	225	9.375		
12/10/	9:00	0.0132738	3	2.78176	226	9.416666667		
12/10/	10:00	0.0272016	2.3	3.49587	227	9.458333333		
12/10/	11:00	0.0410801	2	4.21795	228	9.5		
12/10/	12:00	0.0448533	2.5	4.74368	229	9.541666667		
12/10/	13:00	0.0429196	2.1	5.07734	230	9.583333333		
12/10/	14:00	0.0326515	1.6	5.14505	231	9.625		
12/10/	15:00	0.0160447	1.4	4.95852	232	9.666666667		
12/10/	16:00	0.0005317	2.1	4.50409	233	9.708333333		
12/10/	17:00	0	2.8	3.85245	234	9.75		
12/10/	18:00	0	3.2	4.03998	235	9.791666667		
12/10/	19:00	0	2.9	3.80792	236	9.833333333		
12/10/	20:00	0	2.5	3.57587	237	9.875		
12/10/	21:00	0	2.9	3.34381	238	9.916666667		
12/10/	22:00	0	2.1	3.11175	239	9.958333333		
12/10/	23:00	0	2.6	2.85968	240	10		
12/11/	0:00	0	2.5	1.76538	241	10.04166667		
12/11/	1:00	0	2.8	1.48589	242	10.08333333		
12/11/	2:00	0	2	0.94725	243	10.125		
12/11/	3:00	0	0.8	0.64236	244	10.16666667		
12/11/	4:00	0	1.1	0.36183	245	10.20833333		
12/11/	5:00	0	1.2	-0.01388	246	10.25		
12/11/	6:00	0	1.8	-0.24541	247	10.29166667		
12/11/	7:00	0	2.6	-0.5024	248	10.33333333		
12/11/	8:00	0.0004118	3.4	-0.5606	249	10.375		
12/11/	9:00	0.0109859	3.7	-0.46697	250	10.41666667		
12/11/	10:00	0.0260539	3.8	-0.32668	251	10.45833333		
12/11/	11:00	0.0348006	4	-0.22395	252	10.5		
12/11/	12:00	0.0396352	3.2	-0.20336	253	10.54166667		
12/11/	13:00	0.0385245	4	-0.14783	254	10.58333333		
12/11/	14:00	0.0278144	3.8	-0.20664	255	10.625		
12/11/	15:00	0.0133552	3.8	-0.35779	256	10.66666667		
12/11/	16:00	0.000508	4.5	-0.56672	257	10.70833333		
12/11/	17:00	0	4.2	-0.823	258	10.75		
12/11/	18:00	0	4.2	-1.07928	259	10.79166667		
12/11/	19:00	0	4.3	-1.33556	260	10.83333333		
12/11/	20:00	0	4.2	-1.59184	261	10.875		
12/11/	21:00	0	4.7	-1.84812	262	10.91666667		
12/11/	22:00	0	5.2	-2.10441	263	10.95833333		
12/11/	23:00	0	5.2	-2.36069	264	11		
12/12/	0:00	0	5.2	-2.34172	265	11.04166667		
12/12/	1:00	0	5.9	-2.18893	266	11.08333333		
12/12/	2:00	0	5.9	-2.03613	267	11.125		
12/12/	3:00	0	6.4	-1.89281	268	11.16666667		
12/12/	4:00	0	6.2	-1.7495	269	11.20833333		
12/12/	5:00	0	5.3	-1.60618	270	11.25		
12/12/	6:00	0	5	-1.46603	271	11.29166667		
12/12/	7:00	0	5.2	-1.32588	272	11.33333333		
12/12/	8:00	0.0008802	6.2	-1.10964	273	11.375		
12/12/	9:00	0.0666781	7.3	2.10438	274	11.41666667		
12/12/	10:00	0.1422631	5.9	5.62384	275	11.45833333		
12/12/	11:00	0.190134	5.9	8.57097	276	11.5		
12/12/	12:00	0.2238115	5.7	11.0234	277	11.54166667		
12/12/	13:00	0.2008831	6.2	12.34518	278	11.58333333		
12/12/	14:00	0.1541641	7.9	12.70268	279	11.625		
12/12/	15:00	0.0737602	8.2	11.52201	280	11.66666667		
12/12/	16:00	0.0016787	8	9.35872	281	11.70833333		
12/12/	17:00	0	8	8.60117	282	11.75		
12/12/	18:00	0	7.9	7.84362	283	11.79166667		
12/12/	19:00	0	8.6	7.08607	284	11.83333333		
12/12/	20:00	0	8.4	6.32852	285	11.875		
12/12/	21:00	0	8.6	5.57097	286	11.91666667		
12/12/	22:00	0	9.6	4.81342	287	11.95833333		
12/12/	23:00	0	9.8	4.05587	288	12		
12/13/	0:00	0	11.1	2.77971	289	12.04166667		
12/13/	1:00	0	12.1	1.32306	290	12.08333333		
12/13/	2:00	0	13.3	-0.13359	291	12.125		
12/13/	3:00	0	13.3	-0.95217	292	12.16666667		
12/13/	4:00	0	10.9	-1.77074	293	12.20833333		
12/13/	5:00	0	11.7	-2.58931	294	12.25		
12/13/	6:00	0	10.3	-3.19477	295	12.29166667		
12/13/	7:00	0	8.6	-3.80022	296	12.33333333		
12/13/	8:00	0.0007217	8.4	-3.93076	297	12.375		
12/13/	9:00	0.0625766	9.3	-1.97031	298	12.41666667		
12/13/	10:00	0.1409076	8.9	0.37033	299	12.45833333		
12/13/	11:00	0.2132877	8.9	2.70302	300	12.5		
12/13/	12:00	0.2385955	8.6	4.38082	301	12.54166667		
12/13/	13:00	0.2126031	5.7	5.13931	302	12.58333333		
12/13/	14:00	0.1718507	4.9	5.2265	303	12.625		
12/13/	15:00	0.0814859	4.9	4.05802	304	12.66666667		
12/13/	16:00	0.0024795	5.3	2.07602	305	12.70833333		
12/13/	17:00	0	5.7	1.97313	306	12.75		
12/13/	18:00	0	6.7	1.87023	307	12.79166667		
12/13/	19:00	0	5.9	1.76733	308	12.83333333		
12/13/	20:00	0	5.3	1.66443	309	12.875		
12/13/	21:00	0	7	1.56153	310	12.91666667		
12/13/	22:00	0	8.2	1.45863	311	12.95833333		
12/13/	23:00	0	8.9	1.35573	312	13		
12/14/	0:00	0	8.4	1.87465	313	13.04166667		
12/14/	1:00	0	9.1	2.49087	314	13.08333333		
12/14/	2:00	0	9.1	3.10708	315	13.125		
12/14/	3:00	0	9.4	3.46384	316	13.16666667		
12/14/	4:00	0	9.8	3.8206	317	13.20833333		
12/14/	5:00	0	9.3	4.17735	318	13.25		
12/14/	6:00	0	9.6	4.44745	319	13.29166667		
12/14/	7:00	0	9.8	4.6714	320	13.33333333		
12/14/	8:00	0.0003433	11.1	4.78394	321	13.375		
12/14/	9:00	0.0062455	13.3	5.40378	322	13.41666667		
12/14/	10:00	0.0136025	13.3	6.21303	323	13.45833333		
12/14/	11:00	0.020571	14.6	7.09333	324	13.5		
12/14/	12:00	0.0219226	16	7.60177	325	13.54166667		
12/14/	13:00	0.0206692	12.6	8.04408	326	13.58333333		
12/14/	14:00	0.0150871	12.1	8.17507	327	13.625		
12/14/	15:00	0.0066069	11.7	7.95956	328	13.66666667		
12/14/	16:00	0.0005421	10.3	7.55272	329	13.70833333		
12/14/	17:00	0	10	7.46058	330	13.75		
12/14/	18:00	0	10	7.6782	331	13.79166667		
12/14/	19:00	0	11.1	7.55312	332	13.83333333		
12/14/	20:00	0	11.7	7.1789	333	13.875		
12/14/	21:00	0	12.4	7.62133	334	13.91666667		
12/14/	22:00	0	10.3	7.56852	335	13.95833333		
12/14/	23:00	0	11.4	6.55996	336	14		
12/15/	0:00	0	10.3	7.81436	337	14.04166667		
12/15/	1:00	0	9.6	7.35195	338	14.08333333		
12/15/	2:00	0	8.9	7.02765	339	14.125		
12/15/	3:00	0	8	6.8591	340	14.16666667		
12/15/	4:00	0	6.4	6.64118	341	14.20833333		
12/15/	5:00	0	7	6.42327	342	14.25		
12/15/	6:00	0	6.7	6.25571	343	14.29166667		
12/15/	7:00	0	5.9	6.08815	344	14.33333333		
12/15/	8:00	0.0003091	5.9	6.03488	345	14.375		
12/15/	9:00	0.0077443	7.5	6.1346	346	14.41666667		
12/15/	10:00	0.0180803	7.7	6.27774	347	14.45833333		
12/15/	11:00	0.0247057	6.7	6.3221	348	14.5		
12/15/	12:00	0.0283453	6.4	6.43831	349	14.54166667		
12/15/	13:00	0.026198	5	6.16985	350	14.58333333		
12/15/	14:00	0.0190735	4.3	5.69954	351	14.625		
12/15/	15:00	0.0086481	4.2	6.07132	352	14.66666667		
12/15/	16:00	0.0005276	3.2	5.92701	353	14.70833333		
12/15/	17:00	0	2.9	6.20117	354	14.75		
12/15/	18:00	0	2.9	6.34415	355	14.79166667		
12/15/	19:00	0	3.5	6.48713	356	14.83333333		
12/15/	20:00	0	3.8	6.59461	357	14.875		
12/15/	21:00	0	3.7	6.77308	358	14.91666667		
12/15/	22:00	0	4	6.91606	359	14.95833333		
12/15/	23:00	0	3.7	7.05904	360	15		
12/16/	0:00	0	3.5	7.2521	361	15.04166667		
12/16/	1:00	0	4	7.48176	362	15.08333333		
12/16/	2:00	0	3.2	7.77181	363	15.125		
12/16/	3:00	0	2.9	7.93514	364	15.16666667		
12/16/	4:00	0	2.9	7.61876	365	15.20833333		
12/16/	5:00	0	2.8	8.17047	366	15.25		
12/16/	6:00	0	3	8.34022	367	15.29166667		
12/16/	7:00	0	3.7	8.52396	368	15.33333333		
12/16/	8:00	0.0002984	4.7	8.62407	369	15.375		
12/16/	9:00	0.0127041	4.5	9.3833	370	15.41666667		
12/16/	10:00	0.0295102	4.2	10.30627	371	15.45833333		
12/16/	11:00	0.0401701	3.7	11.09864	372	15.5		
12/16/	12:00	0.0448669	3.7	11.70565	373	15.54166667		
12/16/	13:00	0.0392665	4.3	12.02839	374	15.58333333		
12/16/	14:00	0.0300879	4.3	12.13163	375	15.625		
12/16/	15:00	0.0122052	4.9	11.82068	376	15.66666667		
12/16/	16:00	0.0005579	5.5	11.34809	377	15.70833333		
12/16/	17:00	0	5.9	11.17548	378	15.75		
12/16/	18:00	0	6.4	11.00287	379	15.79166667		
12/16/	19:00	0	6.2	10.83026	380	15.83333333		
12/16/	20:00	0	7	10.65766	381	15.875		
12/16/	21:00	0	7.3	10.31485	382	15.91666667		
12/16/	22:00	0	8.2	10.31244	383	15.95833333		
12/16/	23:00	0	7.5	10.13983	384	16		
12/17/	0:00	0	7	9.13733	385	16.04166667		
12/17/	1:00	0	7.9	7.99132	386	16.08333333		
12/17/	2:00	0	8.2	6.84531	387	16.125		
